Brand,grade,reviews,fragrance family,fragrance name,fragrance classification,volume,top notes,heart notes,base notes,gender,product form,year of launch,strength,sustainable,country of origin,ingredients
Perry Ellis,,,Patchouli,Perry Ellis 360 Very Blue,Perry Ellis,"Available in 7 ml, 90 ml, 100 ml and 200 ml",,,,Men,,1996,,,,
Michael Kors,3.8,4,fresh,Michael Kors White Luminous Gold,Michael Kors,"Available in 30 ml, 50 ml and 100 ml",,,,Women,,,,,,
Kenneth Cole,4.7,6,Vanilla,Kenneth Cole Copper Black,Kenneth Cole,Available in 100 ml,,,,Men,,2020,,,,
Michael Malul,5.0,6,,Jet Black Reserve,Michael Malul,Available in 100 ml,,,,Men,,2020,,,,
Givenchy,4.0,1,,Gentleman Intense,Givenchy,Available in 100 ml,,,,Men,,2021,,,,
Escentric Molecules,4.6,13,Cedar,Escentric 02,Escentric Molecules,Available in 8 ml and 104 ml,,,,Men and Women,,2008,,,,
Alfred Dunhill,4.5,45,Earthy Greens,Dunhill Fresh,Alfred Dunhill,"Available in 2 ml, 5 ml, 50 ml, 80 ml, 100 ml and 200 ml","Freesia, Green notes, Basil","Iris (Orris), Violet, Water flowers","Cedarwood, Leather, Patchouli, Amber, Coumarin",Men,,2005,,,,
Dr Teal's,5.0,2,,Dr Teal's Sleep Lotion,Dr Teal's,Available in 240 ml,,,,Women,,,,,,
Cool Water,4.5,2,,Cool Water Street Fighter,Cool Water,Available in 125 ml,,,,Men,,,,,,
Azzaro,4.4,9,Citrus,Chrome Intense,Azzaro,Available in 50 ml and 100 ml,,,,Men,,2015,,,,
Chopard,4.4,5,,Chopard Oud Malaki,Chopard,Available in 80 ml,,,,Men and Women,,2012,,,,
Hermes,4.7,84,Citrus,Caleche,Hermes,"Available in 1 ml, 7 ml, 15 ml, 30 ml, 50 ml, 100 ml, 104 ml, 150 ml, 192 ml and 200 ml","Bergamot, Mandarin, Orange blossom, Aldehydes","Gardenia, Iris (Orris), Jasmine, Lily of the Valley (Muguet), Rose, Ylang-ylang","Cedarwood, Sandalwood, Vetiver, Oakmoss",Women,,1991,,,,
Bvlgari,4.0,1,,Bvlgari Splendida Patchouli Tentation,Bvlgari,Available in 100 ml,,,,Women,,,,,,
Parfums De Coeur,4.6,15,fresh,Body Fantasies Signature Sweet Sunrise Fantasy,Parfums De Coeur,Available in 240 ml,,,,Women,,,,,,
Victoria's Secret,,,,Victoria's Secret Tease Candy Noir,Victoria's Secret,Available in 100 ml,,,,Women,,,,,,
Designer Parfums ltd,4.7,78,Woodsy,Ocean Dream,Designer Parfums ltd,"Available in 1 ml, 3 ml, 4 ml, 15 ml, 30 ml, 50 ml, 90 ml, 100 ml, 150 ml and 200 ml","Hyacinth, Lotus flower, Hedione","Lily of the Valley (Muguet), Orange blossom","Sandalwood, Musk (blue), Heliotrope, Vanilla",Women,,1996,,,,
Nautica,4.8,6,Bergamot,Nautica Blue Sail,Nautica,"Available in 50 ml, 100 ml and 150 ml",,,,Men,,2017,,,,
Laura Biagiotti,4.8,72,,Laura,Laura Biagiotti,"Available in 2 ml, 5 ml, 25 ml, 50 ml and 75 ml",,,,Women,,,,,,
Kenneth Cole,4.5,36,,Kenneth Cole White,Kenneth Cole,"Available in 1 ml, 8 ml, 15 ml, 30 ml, 100 ml and 240 ml","Mandarin, Leaves (green), Watermint, Ginger (crystallised), Watermelon","Freesia, Jasmine, Lotus flower, Rose (yellow)","Amber, Musk (frosted), Apricot",Women,,2003,,,,
Juliette Has A Gun,4.6,7,,Juliette Has A Gun Pear Inc.,Juliette Has A Gun,Available in 100 ml,,,,Men and Women,,2021,,,,
Juicy Couture,,,,Juicy Couture Oui Splash,Juicy Couture,Available in 100 ml,,,,Women,,,,,,
Roger & Gallet,4.4,17,Citrus,Jean Marie Farina Extra Vielle,Roger & Gallet,"Available in 30 ml, 100 ml, 195 ml and 500 ml","Bergamot, Lemon","Petitgrain, Neroli, Rosemary",Clove,Men and Women,,1806,,,,
Jaguar,4.3,18,Bergamot,Jaguar Classic,Jaguar,"Available in 1 ml, 8 ml, 75 ml and 100 ml",,,,Men,,2002,,,,
Geir Ness,4.6,20,Citrus,Geir,Geir Ness,"Available in 1 ml, 50 ml, 77 ml and 100 ml","Citrus accord, Mountain air note","Lavender, Spices","Spices (Norwegian), Woods (wet)",Men,,2000,,,,
Calvin Klein,4.8,8,Patchouli,Euphoria Blush,Calvin Klein,Available in 100 ml,,,,Women,,2020,,,,
Alexandra De Markoff,4.7,95,Citrus,Enigma,Alexandra De Markoff,"Available in 8 ml, 50 ml, 56 ml, 207 ml and 251 ml","Bergamot, Orange blossom, Pimento (Allspice), Coriander, Aldehydes","Jasmine, Rose, Ylang-ylang, Clove","Patchouli, Oakmoss, Ambery notes",Women,,1972,,,,
Parfums De Coeur,4.6,14,,Bod Man Blue Surf,Parfums De Coeur,"Available in 53 ml, 100 ml, 120 ml and 240 ml",,,,Men,,,,,,
James Bond,4.1,15,fresh,007,James Bond,"Available in 1 ml, 8 ml, 30 ml, 50 ml, 75 ml, 80 ml, 125 ml and 150 ml",Citrus,Floral,Musk Vanilla,Men,,1997,,,,
Azzaro,4.5,63,"Musk, Amber",Visit,Azzaro,"Available in 1 ml, 7 ml, 30 ml, 50 ml, 75 ml, 77 ml, 80 ml and 100 ml","Cardamom, Nutmeg, Pepper (rose / pink)","Cedarwood (blue), Guaïac wood","Amber, Musk, Incense",Men,,2003,,,,
Maison Margiela,5.0,5,Cedar,Replica Flower Market,Maison Margiela,Available in 100 ml,,,,Women,,2012,,,,
Prada,4.9,13,,Prada Candy Florale,Prada,"Available in 30 ml, 50 ml and 80 ml",,,,Women,,,,,,
Mercedes Benz,4.6,7,,Mercedes Benz The Move,Mercedes Benz,Available in 8 ml and 100 ml,,,,Men,,2019,,,,
Worth,4.4,248,Floral,Je Reviens,Worth,"Available in 7 ml, 8 ml, 15 ml, 30 ml, 50 ml, 60 ml, 75 ml, 77 ml, 100 ml, 104 ml, 120 ml, 125 ml, 200 ml and 396 ml","Orange blossom, Ylang-ylang, Aldehydes","Jasmine, Jonquil, Narcissus","Violet, Sandalwood, Vetiver, Musk",Women,,1932,,,,
French Connection,4.4,56,Citrus,Fcuk,French Connection,"Available in 1 ml, 8 ml, 50 ml and 100 ml","Bergamot, Iris (water), Lily of the Valley (Muguet)","Barringtonia flower, Jasmine, Peony, Violet","Cedarwood, Sandalwood, Amber (golden), Musk, Vanilla",Women,,2003,,,,
Rochas,4.7,37,Bergamot,Eau De Rochas,Rochas,"Available in 2 ml, 30 ml, 50 ml, 60 ml, 100 ml, 120 ml, 219 ml, 248 ml, 441 ml, 488 ml and 503 ml","Mandarin, Rose (Turkish, Ottoman), Blackcurrant buds (Cassis), Lychee, Strawberry (wild)","Freesia, Lily (Casablanca), Magnolia, Rose, Peach","Patchouli, Sandalwood, Ambrette seeds, Musk-like notes",Women,,1970,,,,
Fragluxe,4.3,29,,Cuba Royal,Fragluxe,"Available in 8 ml, 35 ml and 100 ml",,,,Men,,,,,,
Parfums De Coeur,4.6,10,Bergamot,Body Fantasies Signature Romance & Dreams,Parfums De Coeur,Available in 60 ml and 240 ml,,,,Women,,,,,,
Estee Lauder,4.9,10,,Beautiful Belle,Estee Lauder,Available in 50 ml and 100 ml,,,,Women,,2018,,,,
Thierry Mugler,4.8,6,Cedar,Angel Amen Ultimate,Thierry Mugler,Available in 100 ml,,,,Men,,2019,,,,
Al Haramain,,,,Al Haramain Amber Oud Ruby,Al Haramain,Available in 125 ml,,,,Men and Women,,,,,,
4711,4.8,9,Jasmine,4711 Floral Collection Magnolia,4711,Available in 100 ml,,,,Men and Women,,2020,,,,
Ermenegildo Zegna,4.6,25,romantic,Zegna Intenso,Ermenegildo Zegna,Available in 50 ml and 100 ml,"Lemon, Mandarin (green), Cardamom, Pepper (rose / pink)","Iris (Orris), Vetiver","Sandalwood, Woody notes, Musk, Tonka bean, Vanilla",Men,,2007,,,,
Valentino,4.9,8,Vetiver,Valentino Uomo Born In Roma,Valentino,Available in 50 ml and 100 ml,,,,Men,,2019,,,,
Lomani,4.1,16,Jasmine,Spirit Millionaire,Lomani,Available in 100 ml,,,,Women,,,,,,
Royall Fragrances,4.7,51,fresh,Royall Muske,Royall Fragrances,"Available in 9 ml, 60 ml, 120 ml and 240 ml","SENSUAL ACCORD, Musk","SENSUAL ACCORD, Musk","SENSUAL ACCORD, Musk",Men,,1968,,,,
Paco Rabanne,4.6,26,Bergamot,Pure Xs,Paco Rabanne,"Available in 6 ml, 50 ml and 100 ml",,,,Men,,2017,,,,
Oscar De La Renta,4.2,17,fresh,Oscar Jasmine,Oscar De La Renta,Available in 100 ml,,,,Women,,2016,,,,
Mandarina Duck,4.5,29,Bergamot,Mandarina Duck Black,Mandarina Duck,"Available in 8 ml, 50 ml and 100 ml","Bergamot, Tangerine, Pepper","Orange blossom, Tiaré flower, Tobacco","Cedarwood (green), Sandalwood (Mysore), Tonka bean, Vanilla (Madagascar)",Men,,2009,,,,
Victoria's Secret,4.7,10,,Love Is Heavenly,Victoria's Secret,"Available in 7 ml, 50 ml, 75 ml and 100 ml",,,,Women,,2012,,,,
Jo Malone,3.3,6,Vanilla,Jo Malone Myrrh & Tonka,Jo Malone,Available in 100 ml,,,,Men and Women,,2017,,,,
Jean Paul Gaultier,4.9,7,Vanilla,Jean Paul Gaultier La Belle Le Parfum,Jean Paul Gaultier,Available in 100 ml,,,,Women,,2021,,,,
Guy Laroche,4.7,21,Citrus,Horizon,Guy Laroche,"Available in 5 ml, 30 ml, 50 ml, 100 ml and 200 ml","Bergamot, Grapefruit, Mandarin, Petitgrain, Floral ozone accord, Cananga, Geranium, Neroli, Ylang-ylang, Galbanum, Aldehyde (icy complex), Apricot, Peach","Pepper (black), Pimento (Allspice), Artemisia (Armoise), Bay leaves, Thyme, Fennel","Cashmere accord, Cypress, Leather, Sandalwood, Vetiver, Oakmoss, Treemoss, Musk",Men,,1993,,,,
Elie Saab,4.5,41,,Girl Of Now Shine,Elie Saab,"Available in 1 ml, 30 ml, 50 ml and 90 ml",,,,Women,,2018,,,,
Viktor & Rolf,5.0,3,Rose,Flowerbomb Dew,Viktor & Rolf,"Available in 10 ml, 50 ml and 100 ml",,,,Women,,2020,,,,
Abercrombie & Fitch,4.1,36,,First Instinct,Abercrombie & Fitch,Available in 50 ml and 100 ml,,,,Men,,2016,,,,
Escada,4.4,33,Citrus,Escada Marine Groove,Escada,"Available in 2 ml, 4 ml, 8 ml, 30 ml, 50 ml, 100 ml and 150 ml","Grapefruit, Mango (frozen), Passionfruit, Redcurrant berries","Cyclamen, Jasmine, Peony, Violet leaves","Cedarwood (white), Amber (dry), Ambrette seeds, Musk",Women,,2009,,,,
Bellevue Brands,5.0,1,Jasmine,Elvis Presley Forever,Bellevue Brands,Available in 100 ml,,,,Women,,,,,,
Britney Spears,4.0,1,,Electric Fantasy,Britney Spears,Available in 100 ml,,,,Women,,,,,,
Christian Dior,4.7,74,Citrus,Dolce Vita,Christian Dior,"Available in 5 ml, 8 ml, 30 ml, 50 ml, 100 ml and 200 ml","Bergamot, Lily, Magnolia, Rose","Cardamom, Cinnamon, Clove, Apricot, Peach","Cedarwood, Patchouli, Sandalwood, Woods (precious), Heliotrope, Vanilla",Women,,1995,,,,
Christian Dior,5.0,9,Jasmine,Dior Joy Intense,Christian Dior,Available in 90 ml,,,,Women,,2018,,,,
Ajmal,4.4,17,Cedar,Ajmal Amber Wood,Ajmal,Available in 1 ml and 100 ml,,,,Men and Women,,2014,,,,
Victoria's Secret,4.3,9,Vanilla,Victoria's Secret Coconut Passion,Victoria's Secret,Available in 240 ml and 248 ml,,,,Women,,2009,,,,
LTL,4.4,68,Citrus,The Baron,LTL,"Available in 8 ml, 50 ml, 80 ml and 133 ml","Jasmine (Egyptian), Lavender, Neroli, Rose (Bulgarian), Ylang-ylang, Basil, Sage, Raspberry","Carnation, Geranium, Cinnamon, Rosewood","Sandalwood, Vetiver, Treemoss, Musk, Tonka bean",Men,,1996,,,,
Lalique,4.5,117,Floral,Perles De Lalique,Lalique,"Available in 1 ml, 4 ml, 50 ml and 100 ml","Iris (Orris), Rose (Bulgarian)","Bourbon Pepper, Patchouli","Woods (Cashmere), Musks",Women,,2006,,,,
Paris Hilton,4.8,5,,Paris Hilton Luxe Rush,Paris Hilton,Available in 100 ml,,,,Women,,,,,,
Lattafa,,,,Lattafa Opulent Musk,Lattafa,Available in 100 ml,,,,Women,,,,,,
Juliette Has A Gun,5.0,1,,Juliette Has A Gun Magnolia Bliss,Juliette Has A Gun,Available in 100 ml,,,,Women,,,,,,
Nishane,4.5,33,Jasmine,Hacivat,Nishane,"Available in 8 ml, 50 ml and 100 ml",,,,Men and Women,,2017,,,,
Viktor & Rolf,4.8,6,,Flowerbomb Midnight,Viktor & Rolf,Available in 50 ml and 100 ml,,,,Women,,2019,,,,
Escentric Molecules,3.9,10,Lemon,Escentric 01,Escentric Molecules,Available in 104 ml,,,,Men and Women,,2006,,,,
Bvlgari,4.6,187,Bergamot,Bvlgari,Bvlgari,"Available in 1 ml, 4 ml, 8 ml, 30 ml, 50 ml, 80 ml, 100 ml, 150 ml and 200 ml","Bergamot, Lily of the Valley (Muguet), Orange blossom, Waterlily, Tea (Darjeeling), Blackcurrant buds (Cassis)","Iris (Orris), Cardamom, Guaïac wood, Rosewood, Pepper","Vetiver, Amber (transparent), Musk",Men,,1995,,,,
Animale,4.7,37,Bergamot,Animale,Animale,"Available in 5 ml, 8 ml, 30 ml, 50 ml, 100 ml and 200 ml","Bergamot, Citrus accord, Lavender, Mint, Watermelon","Mint, Watermelon, Mint (water), Geranium, Lily of the Valley (Muguet), Orange blossom, Rose, Nutmeg","Exotic woods, Sandalwood, Amber, Cistus labdanum (Rockrose), Musk",Men,,1993,,,,
Al Haramain,5.0,6,,Amber Oud Exclusif Bleu,Al Haramain,Available in 60 ml,,,,Men and Women,,,,,,
Elizabeth Arden,4.2,12,Bergamot,5th Avenue Nyc,Elizabeth Arden,Available in 125 ml,,,,Women,,2013,,,,
YZY Perfume,4.7,6,Floral,Territoire Wild,YZY Perfume,Available in 100 ml,,,,Men,,,,,,
Liz Claiborne,4.4,40,Woodsy,Spark,Liz Claiborne,"Available in 1 ml, 5 ml, 8 ml, 50 ml, 100 ml and 200 ml","Cardamom, Pepper (Cayenne), Rum","Cognac, Fig","Sandalwood, Amber, Aromatic notes",Men,,2003,,,,
Valentino,4.4,62,Bergamot,Rock'n Rose,Valentino,"Available in 1 ml, 2 ml, 6 ml, 30 ml, 50 ml, 90 ml and 200 ml","Bergamot, Lily of the Valley (Muguet), Leaves (green), Blackcurrant buds (Cassis)","Gardenia, Orange blossom, Rose","Sandalwood, Musk, Heliotrope, Benzoin, Vanilla",Women,,2006,,,,
Maison Margiela,5.0,4,Cedar,Replica Whispers In The Library,Maison Margiela,Available in 100 ml,,,,Women,,2019,,,,
Montale,4.5,13,fresh,Montale Intense Roses Musk,Montale,Available in 100 ml,,,,Women,,2015,,,,
Creed,4.4,77,Bergamot,Millesime Imperial,Creed,"Available in 1 ml, 8 ml, 30 ml, 50 ml, 75 ml, 100 ml, 120 ml, 248 ml and 503 ml","Bergamot, Lemon, Mandarin (green)","Ozonic accord, Iris (Orris)","Sandalwood, Amber, Musk",Men,,1994,,,,
Lomani,4.6,44,Citrus,Lomani,Lomani,"Available in 8 ml, 100 ml and 200 ml","Lemon, Tangerine, Lavender","Cedarwood, Patchouli, Vetiver, Coriander, Juniperberry","Oakmoss, Amber",Men,,1987,,,,
Lolita Lempicka,4.6,28,fresh,Lolitaland,Lolita Lempicka,Available in 8 ml and 80 ml,,,,Women,,2018,,,,
Katy Perry,4.7,23,Jasmine,Katy Perry Mad Potion,Katy Perry,"Available in 15 ml, 30 ml and 100 ml",,,,Women,,2015,,,,
Jean Patou,4.6,17,,Joy Forever,Jean Patou,"Available in 5 ml, 8 ml, 10 ml, 30 ml, 50 ml and 75 ml",,,,Women,,2013,,,,
Lanvin,4.6,66,Floral,Jeanne Lanvin,Lanvin,"Available in 8 ml, 30 ml, 50 ml and 100 ml","Citron zest, Blackberries, Pear","Freesia (white), Peony, Raspberry","Sandalwood, Ambergris, Musk",Women,,2008,,,,
Yzy Perfume,3.0,4,,Double Diamond,Yzy Perfume,Available in 100 ml,,,,Women,,,,,,
Paris Hilton,4.4,32,,Dazzle,Paris Hilton,"Available in 15 ml, 30 ml, 50 ml, 125 ml and 200 ml",,,,Women,,2012,,,,
Estee Lauder,4.4,87,Citrus,Cinnabar,Estee Lauder,"Available in 5 ml, 8 ml, 30 ml, 50 ml and 150 ml","Tangerine, Jasmine, Orange blossom","Lily, Lily of the Valley (Muguet), Rose, Clove","Patchouli, Sandalwood, Olibanum",Women,,1978,,,,
Calgon,4.8,18,fresh,Calgon Take Me Away Morning Glory,Calgon,"Available in 50 ml, 240 ml, 300 ml and 473 ml",,,,Women,,2003,,,,
Bond No. 9,4.4,28,Earthy Greens,Bleecker Street,Bond No. 9,"Available in 2 ml, 50 ml and 100 ml","Violet leaves, Thyme, Blackcurrant buds (Cassis)","Jasmine, Cinnamon, Cedarwood, Caramel","Patchouli, Suede, Oakmoss, Amber, Vanilla",Men and Women,,2005,,,,
Lattafa,,,,Ramz Lattafa Gold,Lattafa,Available in 100 ml,,,,Men and Women,,,,,,
Lattafa,4.0,2,,Maahir Black Edition,Lattafa,Available in 100 ml,,,,Men and Women,,,,,,
Issey Miyake,4.3,19,Cedar,L'eau D'issey Pour Homme Wood & Wood,Issey Miyake,"Available in 1 ml, 50 ml and 100 ml",,,,Men,,2019,,,,
Al Haramain,4.4,17,Bergamot,L'aventure Knight,Al Haramain,Available in 8 ml and 100 ml,,,,Men,,2018,,,,
Jovan,4.3,24,,Jovan Black Musk,Jovan,"Available in 60 ml, 90 ml, 120 ml and 150 ml","Mandarin, Marigold (Tagete), Violet leaves","Lavender, Bamboo, Cypress, Clary sage","Amber, Cistus labdanum (Rockrose), Musk",Men,,2009,,,,
Boucheron,3.6,8,Rose,Jaipur Bouquet,Boucheron,Available in 100 ml,,,,Women,,2019,,,,
Hummer,4.5,45,Earthy Greens,Hummer,Hummer,"Available in 1 ml, 8 ml, 38 ml, 75 ml and 125 ml","Cardamom, Leaves (green), Peppercorns, Thyme",Tonka bean,"Leather, Patchouli, Sandalwood, Amber",Men,,2004,,,,
Hugo Boss,4.6,11,fresh,Hugo Iced,Hugo Boss,"Available in 8 ml, 50 ml, 75 ml and 125 ml",,,,Men,,2017,,,,
Ferrari,4.6,148,Bergamot,Ferrari Black,Ferrari,"Available in 2 ml, 4 ml, 38 ml, 75 ml and 125 ml","Bergamot, Lime, Apple (red), Plum(EdP)","Jasmine, Rose, Cardamom, Cinnamon","Amyris wood, Cedarwood, Amber, Musk (crystal), Vanilla",Men,,1999,,,,
Yves Saint Laurent,4.7,46,Floral,Elle,Yves Saint Laurent,"Available in 1 ml, 6 ml, 10 ml, 30 ml, 50 ml, 90 ml, 100 ml and 195 ml","Peony, Citron wood, Lychee","Freesia (purple), Jasmine (Sambac), Pepper (rose / pink)","Patchouli, Vetiver (Bourbon)",Women,,2007,,,,
Alfred Dunhill,4.4,23,,Dunhill Century,Alfred Dunhill,"Available in 8 ml, 75 ml and 133 ml",,,,Men,,2018,,,,
Azzaro,4.5,10,Cedar,Chrome Pure,Azzaro,"Available in 1 ml, 50 ml and 100 ml",,,,Men,,2017,,,,
Parfums De Coeur,4.5,13,,Body Fantasies Signature Pink Sweet Pea Fantasy,Parfums De Coeur,"Available in 50 ml, 60 ml and 240 ml",,,,Women,,,,,,
Max Azria,4.6,30,Floral,Bcbg Max Azria,Max Azria,"Available in 1 ml, 30 ml, 50 ml and 100 ml","Kir Royale, Cherry (black), Strawberry (wild)","Jasmine, Lily of the Valley (Muguet), Rose, Violet","Iris (Orris), Sandalwood, Musk",Women,,2011,,,,
4711,4.4,9,Bergamot,4711 Floral Collection Rose,4711,Available in 100 ml,,,,Men and Women,,2019,,,,
Juicy Couture,5.0,2,,Viva La Juicy Le Bubbly,Juicy Couture,Available in 100 ml,,,,Women,,,,,,
Vince Camuto,4.2,5,Cedar,Vince Camuto Eterno,Vince Camuto,Available in 100 ml,,,,Men,,2016,,,,
Gloria Vanderbilt,4.1,9,Jasmine,Vanderbilt Minuit A New York,Gloria Vanderbilt,Available in 100 ml,,,,Women,,2015,,,,
Michel Germain,4.2,6,Patchouli,Sexual Femme,Michel Germain,Available in 75 ml and 125 ml,,,,Women,,1994,,,,
Oscar De La Renta,4.8,45,Rose,Rosamor,Oscar De La Renta,"Available in 4 ml, 10 ml, 50 ml, 100 ml and 200 ml","Mandarin, Lily of the Valley (pink)","Gardenia, Rose, Tuberose, Ylang-ylang","Sandalwood, Tonka bean, Vanilla",Women,,2004,,,,
Piver,4.3,26,,Reve D'or,Piver,"Available in 17 ml, 96 ml and 421 ml","Bergamot, Neroli, Ylang-ylang, Aldehydes","Gardenia, Jasmine, Lilac, Lily of the Valley (Muguet), Orange blossom, Rose (Tea), Clove","Patchouli, Sandalwood, Vetiver, Amber, Musk, Heliotrope",Women,,1889,,,,
Nishane,4.6,15,Bergamot,Nishane Ani,Nishane,"Available in 8 ml, 50 ml and 100 ml",,,,Men and Women,,2019,,,,
Gucci,4.6,169,Earthy Greens,Gucci (new),Gucci,"Available in 2 ml, 5 ml, 8 ml, 30 ml, 50 ml, 75 ml, 100 ml and 200 ml","Chamomile, Praline, Guava, Pear","Lily of the Valley (Muguet), Orange blossom, Tiaré flower","Patchouli, Musks, Honey essence, Sesame",Women,,2007,,,,
Philosophy,3.8,4,Jasmine,Falling In Love,Philosophy,"Available in 8 ml, 60 ml and 120 ml",,,,Women,,2000,,,,
Salvatore Ferragamo,4.1,15,Citrus,F For Fascinating,Salvatore Ferragamo,"Available in 1 ml, 50 ml, 90 ml, 100 ml, 150 ml and 200 ml",Mandarin sorbet,Jasmine (Sambac),Patchouli,Women,,2007,,,,
Jennifer Lopez,4.7,3,Bergamot,Enduring Glow,Jennifer Lopez,Available in 100 ml,,,,Women,,2018,,,,
Bvlgari,4.7,51,Bergamot,Bvlgari Aqua Atlantique,Bvlgari,Available in 50 ml and 100 ml,,,,Men,,2017,,,,
Hugo Boss,4.7,76,Citrus,Baldessarini Ambre,Hugo Boss,"Available in 8 ml, 50 ml, 75 ml and 90 ml","Mandarin, Whisky note, Apple (red)","Violet, Leather","Oak, Ambery notes, Cistus labdanum (Rockrose), Vanilla",Men,,2006,,,,
Giorgio Armani,5.0,4,Cedar,Armani Si Passione Intense,Giorgio Armani,"Available in 30 ml, 50 ml and 100 ml",,,,Women,,2020,,,,
Animale,4.7,46,Citrus,Animale,Animale,"Available in 5 ml, 8 ml, 30 ml, 50 ml, 100 ml and 200 ml","Jasmine, Rose, Ylang-ylang","Neroli, Pimento (Allspice), Musk","Woods (precious), Oakmoss, Cistus labdanum (Rockrose)",Women,,1987,,,,
Adidas,4.5,15,Citrus,Adidas Dynamic Pulse,Adidas,"Available in 50 ml, 83 ml, 89 ml, 100 ml, 150 ml and 400 ml","Grapefruit, Mandarin, Star anise, Cedar leaves, Mint","Cyclamen, Freesia, Lily of the Valley (Muguet), Apple, Mango","Cedarwood, Patchouli, Sandalwood, Cistus labdanum (Rockrose), Tonka bean",Men,,1997,,,,
Tommy Bahama,4.3,7,fresh,Tommy Bahama St. Kitts,Tommy Bahama,"Available in 8 ml, 100 ml and 240 ml",,,,Women,,2015,,,,
Tom Ford,4.7,31,Jasmine,Tom Ford Ombre Leather,Tom Ford,"Available in 8 ml, 50 ml and 100 ml",,,,Men and Women,,2018,,,,
Ralph Lauren,5.0,10,Lemon,Polo Ultra Blue,Ralph Lauren,"Available in 75 ml, 125 ml and 200 ml",,,,Men,,2018,,,,
Lattafa,5.0,1,,Lattafa Pure Khalis Musk,Lattafa,Available in 100 ml,,,,Women,,,,,,
Kim Kardashian,4.2,41,,Kim Kardashian Gold,Kim Kardashian,Available in 100 ml,"Bergamot, Grapefruit, Pepper (rose / pink)","Jasmine, Rose, Violet","Patchouli, Sandalwood, Amber, Musk, Benzoin",Women,,2011,,,,
Victorinox,,,,Victorinox Black Steel,Victorinox,Available in 100 ml,,,,Men,,,,,,
Victoria's Secret,4.6,13,Vanilla,Victoria's Secret Amber Romance,Victoria's Secret,"Available in 50 ml, 240 ml and 248 ml",,,,Women,,1999,,,,
Afnan,5.0,3,,Souvenir Floral Bouquet,Afnan,Available in 100 ml,,,,Women,,,,,,
Police Colognes,4.8,4,,Police To Be Or Not To Be,Police Colognes,Available in 125 ml,,,,Women,,2012,,,,
Montale,3.6,17,Patchouli,Montale Black Aoud,Montale,"Available in 8 ml, 50 ml, 100 ml and 192 ml",,,,Women,,2006,,,,
Mercedes Benz,,,Patchouli,Mercedes Benz,Mercedes Benz,"Available in 30 ml, 60 ml and 90 ml",,,,Women,,2013,,,,
Karl Lagerfeld,4.6,14,,Karl Lagerfeld,Karl Lagerfeld,"Available in 30 ml, 50 ml and 100 ml",,,,Men,,,,,,
Gucci,4.5,16,Jasmine,Gucci Bloom Nettare Di Fiori,Gucci,"Available in 30 ml, 50 ml and 100 ml",,,,Women,,2018,,,,
Escada,4.8,8,Lemon,Escada Celebrate Now,Escada,"Available in 30 ml, 50 ml and 80 ml",,,,Women,,2017,,,,
Parfums De Coeur,4.8,11,Cedar,Designer Imposters Capri Breeze,Parfums De Coeur,Available in 75 ml,,,,Women,,,,,,
Liz Claiborne,4.5,24,Bergamot,Curve Black,Liz Claiborne,Available in 125 ml,,,,Men,,2013,,,,
Burberry,4.0,1,Bergamot,Burberry Hero,Burberry,"Available in 50 ml, 75 ml, 100 ml, 150 ml and 200 ml",,,,Men,,2021,,,,
Parfums De Coeur,3.5,4,Bergamot,Bod Man Iconic,Parfums De Coeur,Available in 240 ml,,,,Men,,,,,,
Ralph Lauren,4.4,7,Citrus,Big Pony Blue,Ralph Lauren,"Available in 15 ml, 50 ml, 75 ml, 100 ml and 125 ml",,,,Men,,2010,,,,
Juliette Has a Gun,4.6,8,fresh,Vanilla Vibes,Juliette Has a Gun,Available in 50 ml and 100 ml,,,,Women,,2019,,,,
Gloria Vanderbilt,4.1,7,fresh,Vanderbilt Jardin A New York,Gloria Vanderbilt,Available in 100 ml,,,,Women,,2016,,,,
Yves De Sistelle,4.1,21,,Only Me Passion,Yves De Sistelle,Available in 100 ml,,,,Women,,,,,,
Jacques Bogart,4.2,32,,One Man Show Gold,Jacques Bogart,"Available in 1 ml, 8 ml and 100 ml","Mandarin, Orange blossom, Star anise, Violet leaves, Apple","Geranium, Lavender, Cinnamon","Woods (precious), Ambergris accord, Cistus labdanum (Rockrose), Musks",Men,,1980,,,,
Marc Jacobs,4.7,45,fresh,Marc Jacobs Honey,Marc Jacobs,"Available in 1 ml, 30 ml, 50 ml and 100 ml",,,,Women,,2013,,,,
Jennifer Lopez,4.7,35,summer,Love At First Glow,Jennifer Lopez,"Available in 1 ml, 7 ml, 30 ml, 50 ml, 100 ml and 200 ml","Bergamot, Neroli, Peach","Freesia, Jasmine, Osmanthus, Rose","Woods (blonde), Musk (sheer), Vanilla",Women,,2006,,,,
Kenneth Cole,5.0,3,,Kenneth Cole Blush,Kenneth Cole,Available in 100 ml,,,,Women,,,,,,
Erox,4.5,12,,Inner Realm,Erox,Available in 100 ml,,,,Men,,,,,,
Hugo Boss,4.7,12,Bergamot,Hugo Reversed,Hugo Boss,Available in 75 ml and 125 ml,,,,Men,,2018,,,,
Jesus Del Pozo,4.6,14,fresh,Halloween Blue Drop,Jesus Del Pozo,Available in 50 ml and 100 ml,,,,Women,,2012,,,,
Giorgio Beverly Hills,4.8,6,Jasmine,Giorgio Glam,Giorgio Beverly Hills,Available in 100 ml and 240 ml,,,,Women,,2016,,,,
